6.31991;7.14953;7.98237;8.81837;9.65752;10.4998;11.3452;12.1936;13.0451;13.8995;14.757;15.6174;16.4807;17.3469;18.2159;19.0878;19.9625;20.8399;21.72;22.6029;23.4884;24.3765;25.2672;26.1605;27.0563;27.9545;28.8553;29.7584;30.6639;31.5718;32.4819;33.3943;34.3089;35.2257;36.1447;37.0657;37.9889;38.914;39.8411;40.7702;41.7012;42.634;43.5687;44.5051;45.4433;46.3831;47.3246;48.2677;49.2123;50.1585;51.1061;52.0552;53.0056;53.9573;54.9104;55.8646;56.8201;57.7767;58.7345;59.6932;60.653;61.6137;62.5754;63.5379;64.5012;65.4652;66.43;67.3955;68.3616;69.3282;70.2954;71.263;72.2311;73.1995;74.1683;75.1373;76.1066;77.076;78.0456;79.0152;79.9848;80.9545;81.924;82.8934;83.8627;84.8317;85.8005;86.7689;87.737;88.7046;89.6718;90.6384;91.6045;92.57;93.5348;94.4988;95.4621;96.4246;97.3863;98.347;99.3068;100.266;101.223;102.18;103.135;104.09;105.043;105.994;106.945;107.894;108.842;109.788;110.732;111.675;112.617;113.557;114.495;115.431;116.366;117.299;118.23;119.159;120.086;121.011;121.934;122.855;123.774;124.691;125.606;126.518;127.428;128.336;129.242;130.145;131.045;131.944;132.84;133.733;134.623;135.512;136.397;137.28;138.16;139.038;139.912;140.784;141.653;142.519;143.383;144.243;145.1;145.955;146.806;147.655;148.5;149.342;150.182;151.018;151.85;152.68;
6.2512;7.08151;7.91501;8.75171;9.59154;10.4345;11.2806;12.1297;12.9819;13.8371;14.6952;15.5564;16.4204;17.2874;18.1572;19.0298;19.9052;20.7834;21.6643;22.5479;23.4342;24.3231;25.2146;26.1087;27.0053;27.9044;28.8059;29.7099;30.6162;31.5249;32.4358;33.3491;34.2646;35.1822;36.102;37.024;37.9479;38.874;39.802;40.7319;41.6638;42.5975;43.533;44.4704;45.4094;46.3502;47.2926;48.2366;49.1821;50.1292;51.0777;52.0277;52.9791;53.9318;54.8857;55.841;56.7974;57.7549;58.7136;59.6733;60.634;61.5957;62.5583;63.5218;64.4861;65.4511;66.4169;67.3833;68.3503;69.318;70.2861;71.2547;72.2238;73.1932;74.1629;75.1329;76.1031;77.0735;78.0441;79.0147;79.9853;80.9559;81.9265;82.8969;83.8671;84.8371;85.8068;86.7762;87.7453;88.7139;89.682;90.6497;91.6167;92.5831;93.5489;94.5139;95.4782;96.4417;97.4043;98.366;99.3267;100.286;101.245;102.203;103.159;104.114;105.068;106.021;106.972;107.922;108.871;109.818;110.763;111.707;112.65;113.591;114.53;115.467;116.403;117.336;118.268;119.198;120.126;121.052;121.976;122.898;123.818;124.735;125.651;126.564;127.475;128.384;129.29;130.194;131.096;131.995;132.891;133.785;134.677;135.566;136.452;137.336;138.217;139.095;139.97;140.843;141.713;142.58;143.444;144.305;145.163;146.018;146.87;147.719;148.565;149.408;150.248;151.085;151.918;152.749;
6.18352;7.01448;7.84866;8.68601;9.52654;10.3702;11.2169;12.0668;12.9197;13.7756;14.6344;15.4963;16.3611;17.2287;18.0993;18.9726;19.8488;20.7277;21.6094;22.4938;23.3809;24.2705;25.1628;26.0577;26.9551;27.8549;28.7573;29.662;30.5692;31.4787;32.3905;33.3046;34.2209;35.1394;36.06;36.9828;37.9076;38.8345;39.7634;40.6942;41.6269;42.5615;43.4979;44.4361;45.3761;46.3177;47.261;48.2059;49.1523;50.1003;51.0498;52.0007;52.9529;53.9066;54.8615;55.8176;56.7749;57.7334;58.693;59.6537;60.6154;61.578;62.5415;63.506;64.4712;65.4372;66.4039;67.3713;68.3393;69.3078;70.2769;71.2465;72.2165;73.1869;74.1576;75.1286;76.0998;77.0711;78.0426;79.0142;79.9858;80.9574;81.9289;82.9002;83.8714;84.8424;85.8131;86.7835;87.7535;88.7231;89.6922;90.6607;91.6287;92.5961;93.5628;94.5288;95.4941;96.4585;97.422;98.3846;99.3463;100.307;101.267;102.225;103.182;104.139;105.093;106.047;106.999;107.95;108.9;109.848;110.794;111.739;112.682;113.624;114.564;115.502;116.439;117.373;118.306;119.237;120.166;121.092;122.017;122.94;123.861;124.779;125.695;126.61;127.521;128.431;129.338;130.243;131.145;132.045;132.942;133.837;134.729;135.619;136.506;137.391;138.272;139.151;140.027;140.901;141.771;142.639;143.504;144.366;145.224;146.08;146.933;147.783;148.63;149.473;150.314;151.151;151.986;152.816;
6.11686;6.94848;7.78331;8.62133;9.46253;10.3068;11.1543;12.0048;12.8584;13.715;14.5745;15.4371;16.3026;17.171;18.0422;18.9163;19.7932;20.6729;21.5554;22.4405;23.3283;24.2188;25.1118;26.0074;26.9056;27.8063;28.7094;29.6149;30.5229;31.4332;32.3458;33.2607;34.1778;35.0971;36.0186;36.9422;37.8679;38.7956;39.7253;40.657;41.5906;42.526;43.4633;44.4024;45.3432;46.2857;47.2299;48.1757;49.123;50.0719;51.0223;51.974;52.9272;53.8817;54.8375;55.7946;56.7529;57.7123;58.6728;59.6344;60.597;61.5605;62.525;63.4903;64.4565;65.4234;66.3911;67.3594;68.3284;69.2979;70.2679;71.2384;72.2094;73.1807;74.1524;75.1243;76.0964;77.0688;78.0412;79.0137;79.9863;80.9588;81.9312;82.9036;83.8757;84.8476;85.8193;86.7906;87.7616;88.7321;89.7021;90.6716;91.6406;92.6089;93.5766;94.5435;95.5097;96.475;97.4395;98.403;99.3656;100.327;101.288;102.247;103.205;104.162;105.118;106.073;107.026;107.978;108.928;109.877;110.824;111.77;112.714;113.657;114.598;115.537;116.474;117.409;118.343;119.275;120.204;121.132;122.058;122.981;123.903;124.822;125.739;126.654;127.567;128.477;129.385;130.291;131.194;132.094;132.993;133.888;134.781;135.672;136.56;137.445;138.327;139.207;140.084;140.958;141.829;142.697;143.563;144.425;145.285;146.142;146.995;147.846;148.693;149.537;150.379;151.217;152.052;152.883;
6.05124;6.8835;7.71897;8.55765;9.39949;10.2445;11.0926;11.9438;12.798;13.6553;14.5156;15.3788;16.245;17.1141;17.9861;18.8609;19.7385;20.619;21.5021;22.388;23.2765;24.1677;25.0616;25.958;26.8569;27.7583;28.6622;29.5686;30.4773;31.3884;32.3018;33.2175;34.1354;35.0555;35.9778;36.9023;37.8288;38.7573;39.6879;40.6204;41.5548;42.4911;43.4292;44.3692;45.3108;46.2542;47.1993;48.1459;49.0941;50.0439;50.9951;51.9478;52.9019;53.8573;54.814;55.7719;56.7311;57.6914;58.6528;59.6153;60.5788;61.5433;62.5087;63.475;64.4421;65.4099;66.3785;67.3477;68.3176;69.2881;70.259;71.2305;72.2024;73.1746;74.1472;75.1201;76.0932;77.0664;78.0398;79.0133;79.9867;80.9602;81.9336;82.9068;83.8799;84.8528;85.8254;86.7976;87.7695;88.741;89.7119;90.6824;91.6523;92.6215;93.5901;94.5579;95.525;96.4913;97.4567;98.4212;99.3847;100.347;101.309;102.269;103.228;104.186;105.143;106.098;107.052;108.005;108.956;109.906;110.854;111.801;112.746;113.689;114.631;115.571;116.509;117.445;118.38;119.312;120.243;121.171;122.098;123.022;123.944;124.865;125.783;126.698;127.612;128.523;129.431;130.338;131.242;132.143;133.042;133.938;134.832;135.723;136.612;137.498;138.381;139.261;140.139;141.014;141.886;142.755;143.621;144.484;145.345;146.202;147.056;147.907;148.756;149.601;150.442;151.281;152.117;152.949;
5.98666;6.81955;7.65566;8.49497;9.33746;10.1831;11.0319;11.8837;12.7386;13.5966;14.4575;15.3215;16.1884;17.0582;17.9308;18.8064;19.6847;20.5658;21.4497;22.3363;23.2256;24.1175;25.0121;25.9092;26.8089;27.7111;28.6158;29.5229;30.4324;31.3443;32.2585;33.1749;34.0937;35.0146;35.9377;36.8629;37.7902;38.7196;39.651;40.5843;41.5196;42.4567;43.3957;44.3365;45.279;46.2232;47.1691;48.1166;49.0657;50.0163;50.9684;51.922;52.8769;53.8332;54.7908;55.7496;56.7097;57.6709;58.6332;59.5966;60.561;61.5264;62.4927;63.4598;64.4278;65.3966;66.3661;67.3362;68.307;69.2784;70.2503;71.2227;72.1955;73.1686;74.1421;75.1159;76.0899;77.0641;78.0384;79.0128;79.9872;80.9616;81.9359;82.9101;83.8841;84.8579;85.8314;86.8045;87.7773;88.7497;89.7216;90.693;91.6638;92.6339;93.6034;94.5722;95.5402;96.5073;97.4736;98.439;99.4034;100.367;101.329;102.29;103.25;104.209;105.167;106.123;107.078;108.032;108.984;109.934;110.883;111.831;112.777;113.721;114.664;115.604;116.543;117.48;118.416;119.349;120.28;121.21;122.137;123.062;123.985;124.906;125.825;126.742;127.656;128.568;129.477;130.384;131.289;132.191;133.091;133.988;134.882;135.774;136.664;137.55;138.434;139.315;140.194;141.069;141.942;142.812;143.679;144.542;145.403;146.261;147.116;147.968;148.817;149.663;150.505;151.344;152.18;153.013;
5.92314;6.75663;7.59337;8.43331;9.27645;10.1227;10.9721;11.8246;12.6802;13.5388;14.4005;15.2651;16.1326;17.0031;17.8765;18.7527;19.6317;20.5136;21.3982;22.2855;23.1755;24.0682;24.9634;25.8613;26.7617;27.6647;28.5701;29.478;30.3882;31.3009;32.2158;33.1331;34.0526;34.9743;35.8982;36.8242;37.7523;38.6825;39.6147;40.5488;41.4849;42.4229;43.3627;44.3043;45.2476;46.1927;47.1394;48.0878;49.0377;49.9892;50.9422;51.8966;52.8524;53.8095;54.768;55.7277;56.6886;57.6507;58.6139;59.5782;60.5434;61.5097;62.4769;63.4449;64.4138;65.3835;66.3539;67.3249;68.2966;69.2689;70.2417;71.215;72.1887;73.1627;74.1371;75.1118;76.0867;77.0618;78.037;79.0123;79.9877;80.9629;81.9382;82.9133;83.8882;84.8629;85.8373;86.8113;87.7851;88.7583;89.7311;90.7034;91.6751;92.6461;93.6165;94.5862;95.5551;96.5231;97.4903;98.4566;99.4218;100.386;101.349;102.311;103.272;104.232;105.19;106.148;107.103;108.058;109.011;109.962;110.912;111.861;112.807;113.752;114.696;115.637;116.577;117.515;118.451;119.385;120.317;121.248;122.176;123.102;124.026;124.947;125.867;126.784;127.699;128.612;129.522;130.43;131.335;132.238;133.139;134.037;134.932;135.825;136.715;137.602;138.486;139.368;140.247;141.124;141.997;142.867;143.735;144.6;145.461;146.32;147.175;148.028;148.877;149.724;150.567;151.407;152.243;153.077;
5.86065;6.69477;7.53211;8.37268;9.21644;10.0633;10.9134;11.7665;12.6227;13.482;14.3443;15.2096;16.0778;16.9489;17.823;18.6999;19.5796;20.4622;21.3474;22.2355;23.1262;24.0196;24.9156;25.8142;26.7153;27.619;28.5252;29.4338;30.3448;31.2582;32.1739;33.0919;34.0122;34.9347;35.8593;36.7862;37.7151;38.646;39.579;40.5139;41.4508;42.3896;43.3302;44.2726;45.2168;46.1627;47.1102;48.0594;49.0102;49.9625;50.9163;51.8715;52.8282;53.7862;54.7455;55.7061;56.6679;57.6308;58.5949;59.56;60.5262;61.4933;62.4614;63.4303;64.4;65.3706;66.3418;67.3138;68.2864;69.2595;70.2332;71.2074;72.182;73.1569;74.1322;75.1078;76.0836;77.0596;78.0357;79.0119;79.9881;80.9643;81.9404;82.9164;83.8922;84.8678;85.8431;86.818;87.7926;88.7668;89.7405;90.7136;91.6862;92.6582;93.6294;94.6;95.5697;96.5387;97.5067;98.4738;99.44;100.405;101.369;102.332;103.294;104.254;105.214;106.172;107.128;108.084;109.037;109.99;110.941;111.89;112.837;113.783;114.727;115.67;116.61;117.549;118.486;119.421;120.354;121.285;122.214;123.141;124.065;124.988;125.908;126.826;127.742;128.655;129.566;130.475;131.381;132.285;133.186;134.084;134.98;135.874;136.765;137.653;138.538;139.42;140.3;141.177;142.051;142.922;143.79;144.656;145.518;146.377;147.233;148.087;148.937;149.784;150.627;151.468;152.305;153.139;
5.79924;6.63396;7.4719;8.31308;9.15744;10.005;10.8556;11.7094;12.5663;13.4262;14.2891;15.155;16.0239;16.8957;17.7704;18.648;19.5284;20.4116;21.2976;22.1863;23.0777;23.9718;24.8685;25.7678;26.6697;27.5741;28.481;29.3903;30.3021;31.2162;32.1327;33.0514;33.9725;34.8957;35.8211;36.7487;37.6784;38.6101;39.5439;40.4796;41.4173;42.3568;43.2983;44.2415;45.1864;46.1331;47.0815;48.0315;48.9831;49.9363;50.8909;51.847;52.8044;53.7633;54.7234;55.6848;56.6475;57.6113;58.5762;59.5422;60.5092;61.4772;62.4461;63.4159;64.3865;65.3579;66.33;67.3028;68.2763;69.2503;70.2249;71.1999;72.1754;73.1512;74.1274;75.1039;76.0805;77.0574;78.0344;79.0115;79.9885;80.9656;81.9426;82.9195;83.8961;84.8726;85.8488;86.8246;87.8001;88.7751;89.7497;90.7237;91.6972;92.67;93.6421;94.6135;95.5841;96.5539;97.5228;98.4908;99.4578;100.424;101.389;102.353;103.315;104.277;105.237;106.196;107.153;108.109;109.064;110.017;110.968;111.918;112.867;113.814;114.759;115.702;116.643;117.583;118.52;119.456;120.39;121.322;122.251;123.179;124.104;125.028;125.949;126.867;127.784;128.698;129.61;130.519;131.426;132.33;133.232;134.131;135.028;135.922;136.814;137.702;138.588;139.472;140.352;141.23;142.104;142.976;143.845;144.711;145.574;146.434;147.291;148.144;148.995;149.843;150.687;151.528;152.366;153.201;
5.7389;6.57419;7.41274;8.2545;9.09947;9.94759;10.7989;11.6533;12.5108;13.3713;14.2348;15.1014;15.9709;16.8434;17.7187;18.597;19.4781;20.3619;21.2486;22.138;23.0301;23.9249;24.8223;25.7223;26.6248;27.53;28.4376;29.3476;30.2601;31.1749;32.0921;33.0116;33.9334;34.8574;35.7836;36.7119;37.6424;38.5749;39.5094;40.4459;41.3843;42.3247;43.2669;44.2108;45.1566;46.1041;47.0533;48.0041;48.9565;49.9104;50.8659;51.8228;52.7811;53.7407;54.7017;55.6639;56.6274;57.592;58.5578;59.5246;60.4925;61.4613;62.4311;63.4017;64.3732;65.3454;66.3184;67.2921;68.2664;69.2413;70.2167;71.1926;72.1689;73.1456;74.1226;75.1;76.0775;77.0552;78.0331;79.011;79.989;80.9669;81.9448;82.9225;83.9;84.8773;85.8544;86.8311;87.8074;88.7833;89.7587;90.7336;91.7079;92.6816;93.6546;94.6268;95.5983;96.5689;97.5387;98.5075;99.4754;100.442;101.408;102.373;103.336;104.298;105.259;106.219;107.177;108.134;109.09;110.043;110.996;111.947;112.896;113.843;114.789;115.733;116.675;117.616;118.554;119.491;120.425;121.358;122.288;123.216;124.143;125.067;125.988;126.908;127.825;128.74;129.652;130.562;131.47;132.375;133.278;134.178;135.075;135.97;136.862;137.751;138.638;139.522;140.403;141.281;142.157;143.029;143.899;144.765;145.629;146.489;147.347;148.201;149.052;149.901;150.746;151.587;152.426;153.261;
